grosssize,grosssizeadjusted,groundfloorsize,livingsize,baths_full,bed,rooms_total,prkgSize,assdImprValue,assdTtlValue,mktTtlValue,taxAmt,baths_total_calculated,saleAmt,property_type,propsubtype,proptype,heatingtype,coolingtype,wallType,saleRecDate,condition,constructiontype,frameType,prkgType,bldgType,saleAmtCategory
0.00283016,0.006207689,0.006444939,0.006207689,0.001930502,0,0.002072539,0.001503759,0.00525662,0.002378105,0.004954619,0.002515973,0.001930502,0.002070993,0,0,0,0.055104278,0.001111651,0.205161964,0.011668159,0.135516671,0.051450964,0.121542658,0.442126971,0,Economical Price
0.001427481,0.003131044,0.003486892,0.003131044,0.001930502,0,0.002072539,0.008101351,0.003244373,0.001465949,0.003072145,0.001550154,0.001930502,0.003448458,0,0,0,0.055104278,0.001111651,0,0.023927282,0,0.029006217,0.117893133,0.82536183,0,Budget-Friendly Price
0.002414041,0.005294971,0.005567405,0.005294971,0.001930502,0.001934236,0.004145078,0.008101351,0.005001963,0.002262668,0.004716428,0.002393739,0.003861004,0.002670516,0,0,0,0.055104278,0.001111651,0,0.012552459,0,0.029006217,0.117893133,0.82536183,0,Economical Price
0.002155,0.004726789,0.005021125,0.004726789,0.003861004,0.001934236,0.004145078,0.008101351,0.004702203,0.002126787,0.004435978,0.002326209,0.003861004,0.005127123,0,0,0,0.055104278,0.001111651,0,0.012939017,0,0.029006217,0.117893133,0.82536183,0,Standard Price
0.030186537,0.066211315,0.06413557,0.066211315,0,0.003868472,0.004145078,0.008101351,0.105892634,0.058352891,0.02886075,0.06178323,0,0.02877232,0.20326022,0.827990247,0.20326022,1,0.924406019,0.205161964,0.022235495,0,0.635329504,0.117893133,0.82536183,1,Premium Price
0.001413702,0.003100822,0.003457835,0.003100822,0.001930502,0,0.002072539,0.008101351,0.003407251,0.001539782,0.003224536,0.001704677,0.001930502,0.002412482,0,0,0,0.055104278,0.001111651,0,0.012006363,0,0.029006217,0.117893133,0.82536183,0,Economical Price
0.011546612,0.011955996,0.009414609,0.011955996,0.003861004,0.005802708,0.009326425,0.009220419,0.008113393,0.005992446,0.012414079,0.006342905,0.007722008,0.008887333,0.042015133,0,0.04276895,0.055104278,0.001111651,0,0.016863132,0.135516671,0.029006217,0.117893133,0.82536183,0.086620281,Premium Price
0.009490819,0.010928433,0.008077967,0.010928433,0.001930502,0.003868472,0.007253886,0.006212901,0.005556379,0.005058595,0.010486785,0.005354122,0.005791506,0.007045597,0.042015133,0,0.04276895,0.055104278,0.001111651,0,0.016892025,0.135516671,0.029006217,0.117893133,0.82536183,0.086620281,Standard Price
0.007316529,0.008951886,0.004015738,0.008951886,0.005791506,0.005802708,0.007253886,0.007696874,0.004603728,0.004628006,0.009598053,0.004898209,0.007722008,0.004028796,0.042015133,0,0.04276895,0.055104278,0,0,0.013294306,0,0.029006217,0.117893133,0.82536183,0.086620281,Budget-Friendly Price
0.006434687,0.008129836,0.003719352,0.008129836,0.003861004,0.005802708,0.006217617,0.005065295,0.004960997,0.004909054,0.010178162,0.005272138,0.007722008,0.00479139,0.042015133,0,0.04276895,0.055104278,0.001111651,0,0.013215102,0,0.029006217,0.117893133,0.82536183,0.086620281,Standard Price
0.001829821,0.00401354,0.004335369,0.00401354,0.001930502,0,0.002072539,0.001859913,0.004553111,0.002059203,0.004296393,0.002254648,0.001930502,0.003592343,0,0,0,0.055104278,0.001111651,0,0.019373422,0,0.029006217,0.117893133,0.931995736,0,Budget-Friendly Price
0.002529783,0.005548839,0.002882498,0.005548839,0.001930502,0.001934236,0.003108808,0.008101351,0.005140222,0.002325341,0.004845768,0.002536433,0.003861004,0.001788977,0,0,0,0.055104278,0,0.191555693,0.012914734,0,0.029006217,0.117893133,0.82536183,0,Economical Price
0.005869758,0.006201644,0.006439128,0.006201644,0.003861004,0.005802708,0.006217617,0.006608627,0.00752195,0.003404983,0.007074002,0.003603251,0.005791506,0.002834546,0,0,0,0.055104278,0,0.205161964,0.012424368,0.135516671,0.029006217,0.117893133,0.442126971,0,Economical Price
0.005897315,0.007622099,0.004184271,0.007622099,0.003861004,0.003868472,0.005181347,0.002374357,0.009230302,0.004179383,0.008672183,0.004499544,0.007722008,0.005549187,0,0,0,0.055104278,0.001111651,0,0.017088818,0.135516671,0.029006217,0.117893133,0.82536183,0,Standard Price
0.002328613,0.005107592,0.005387248,0.005107592,0.001930502,0.001934236,0.004145078,0.001859913,0.005084091,0.002299897,0.004793264,0.002509499,0.003861004,0.003544382,0,0,0,0.055104278,0.001111651,0,0.013898699,0,0.029006217,0.117893133,0.931995736,0,Budget-Friendly Price
0.003444693,0.007555609,0.004974633,0.007555609,0.003861004,0.003868472,0.004145078,0.001859913,0.006982698,0.003160539,0.006569448,0.003420776,0.003861004,0.003640305,0,0,0,0.055104278,0.001111651,0,0.013083141,0,0.029006217,0.117893133,0.931995736,0,Budget-Friendly Price
0.004028913,0.003620648,0.003957623,0.003620648,0.003861004,0.001934236,0.003108808,0.002592006,0.006188789,0.002800659,0.005826703,0.002963376,0.005791506,0.004551581,0,0,0,0.055104278,0.001111651,0,0.012237966,0.135516671,0.029006217,0.117893133,0.82536183,0,Budget-Friendly Price
0.00518633,0.010166828,0.007124883,0.010166828,0.001930502,0.001934236,0.005181347,0.002255639,0.008099607,0.003666836,0.007614413,0.003919646,0.005791506,0.003208648,0,0,0,0.055104278,0.001111651,0.205161964,0.0125183,0.135516671,0.051450964,0.121542658,0.82536183,0,Budget-Friendly Price
0.002267986,0.004974613,0.005259396,0.004974613,0.003861004,0.001934236,0.003108808,0.001859913,0.005211518,0.00235766,0.004912359,0.002494311,0.003861004,0.005175085,0,0,0,0.055104278,0.001111651,0,0.017621559,0,0.029006217,0.117893133,0.931995736,0,Standard Price
0.001777462,0.003898694,0.004224951,0.003898694,0.001930502,0,0.003108808,0.001859913,0.004004209,0.001810384,0.003782875,0.001991186,0.001930502,0.001851328,0,0,0,0.055104278,0.001111651,0,0.011450606,0,0.029006217,0.117893133,0.931995736,0,Economical Price
0.002617967,0.005742263,0.003858827,0.005742263,0.003861004,0.001934236,0.004145078,0.008101351,0.005850624,0.002647368,0.005510397,0.002801056,0.003861004,0.002177468,0,0,0,0.104258282,0,0,0.012263351,0.135516671,0.029006217,0.117893133,0.82536183,0,Economical Price
0.001579047,0.003463491,0.003806524,0.003463491,0.001930502,0,0.003108808,0.008101351,0.003846648,0.001738962,0.003635607,0.001915573,0.001930502,0.003112725,0,0,0,0.104258282,0,0,0.0153994,0.135516671,0.029006217,0.117893133,0.82536183,0,Economical Price
0.003389578,0.00743472,0.007624671,0.00743472,0.003861004,0.001934236,0.004145078,0.001859913,0.006532271,0.00295636,0.006148132,0.003204586,0.003861004,0.006278208,0,0,0,0.055104278,0.001111651,0,0.020363862,0,0.029006217,0.117893133,0.931995736,0,Standard Price
0.003260058,0.007150629,0.004765419,0.007150629,0.003861004,0.001934236,0.004145078,0.002057776,0.006303808,0.002852797,0.005934273,0.003018569,0.003861004,0.006230246,0,0,0,0.055104278,0.001111651,0,0.016167619,0,0.029006217,0.117893133,0.931995736,0,Standard Price
0.009683722,0.011835106,0.006497242,0.011835106,0.001930502,0.003868472,0.005181347,0.007241789,0.004132818,0.00601914,0.012469145,0.006371163,0.005791506,0.006604348,0.042015133,0,0.04276895,0.055104278,0,0,0.016157916,0.135516671,0.029006217,0.117893133,0.82536183,0.086620281,Standard Price
0.002364438,0.00518617,0.005462798,0.00518617,0.003861004,0.001934236,0.004145078,0.008101351,0.005470115,0.002474882,0.005154391,0.002694783,0.003861004,0.001932863,0,0,0,0.055104278,0.001111651,0,0.011531357,0,0.029006217,0.117893133,0.82536183,0,Economical Price
0.002711663,0.005947776,0.006195045,0.005947776,0.003861004,0.001934236,0.004145078,0.003086664,0.006224437,0.002816818,0.005859999,0.002980477,0.003861004,0.002038379,0,0,0,0.055104278,0.001111651,0,0.011635858,0,0.029006217,0.117893133,0.442126971,0,Economical Price
0.002119175,0.004648211,0.004945575,0.004648211,0.001930502,0.001934236,0.004145078,0.008101351,0.004484573,0.002028134,0.004232364,0.002145403,0.003861004,0.001942455,0,0,0,0.055104278,0,0,0.011762678,0,0.029006217,0.117893133,0.82536183,0,Economical Price
0.002119175,0.004648211,0.004945575,0.004648211,0.001930502,0.001934236,0.004145078,0.008101351,0.004484573,0.002028134,0.004232364,0.002221748,0.003861004,0.003112725,0,0,0,0.055104278,0,0,0.01243347,0,0.029006217,0.117893133,0.82536183,0,Economical Price
0.05747402,0.12606383,0.121680914,0.12606383,0,0.003868472,0.004145078,0.008101351,0.048182862,0.094470409,0.046725038,0.006660377,0,0.036127991,0.082377576,0.09111264,0.082377576,0.104258282,0,0.205161964,0.030724635,0,0.029006217,0.117893133,0.82536183,0,Premium Price
0.001507398,0.003306335,0.003655425,0.003306335,0.001930502,0,0.003108808,0.00370004,0.003266431,0.001475948,0.003092635,0.001637086,0.001930502,0.0014331,0,0,0,0.055104278,0,0.191555693,0.011036401,0,0.029006217,0.117893133,0.442126971,0,Economical Price
0.002488446,0.005458172,0.003655425,0.005458172,0.001930502,0.001934236,0.005181347,0.008101351,0.005104574,0.002309182,0.004812473,0.002519332,0.003861004,0.001894493,0,0,0,0.055104278,0.001111651,0.191555693,0.011493357,0,0.029006217,0.117893133,0.82536183,0,Economical Price
0.001507398,0.003306335,0.003655425,0.003306335,0.001930502,0,0.003108808,0.00370004,0.003592188,0.001623614,0.003397416,0.001793441,0.001930502,0.00235109,0,0,0,0.055104278,0.001111651,0.191555693,0.012590906,0,0.029006217,0.117893133,0.442126971,0,Economical Price
0.002132954,0.004678433,0.004974633,0.004678433,0.001930502,0.001934236,0.004145078,0.008101351,0.004683099,0.002118127,0.00441805,0.002240702,0.003861004,0.003525197,0,0,0,0.055104278,0.001111651,0.191555693,0.014194041,0,0.029006217,0.117893133,0.82536183,0,Budget-Friendly Price
0.001507398,0.003306335,0.003655425,0.003306335,0.001930502,0,0.003108808,0.008101351,0.00327037,0.001477734,0.003096477,0.001562634,0.001930502,0.003071957,0,0,0,0.055104278,0.001111651,0.191555693,0.013550538,0,0.029006217,0.117893133,0.82536183,0,Economical Price
0.001507398,0.003306335,0.003655425,0.003306335,0.001930502,0,0.003108808,0.00370004,0.003266431,0.001475948,0.003092635,0.001637086,0.001930502,0.001354923,0,0,0,0.055104278,0,0.191555693,0.010277448,0,0.029006217,0.117893133,0.442126971,0,Economical Price
0.004717852,0.004406431,0.004713116,0.004406431,0.003861004,0.003868472,0.004145078,0.00401662,0.007495952,0.003393199,0.007049671,0.003590771,0.005791506,0.005222087,0,0,0,0.055104278,0.001111651,0,0.015239481,0,0.029006217,0.117893133,0.82536183,0,Standard Price
0.002223894,0.004877901,0.005166412,0.004877901,0.003861004,0.001934236,0.004145078,0.001859913,0.00513195,0.002321592,0.004838085,0.002456118,0.003861004,0.002726632,0,0,0,0.055104278,0.001111651,0,0.019903649,0,0.029006217,0.117893133,0.931995736,0,Economical Price
0.002223894,0.004877901,0.005166412,0.004877901,0.003861004,0.001934236,0.004145078,0.001859913,0.005114225,0.002313557,0.004821437,0.002523974,0.003861004,0.003928076,0,0,0,0.055104278,0.001111651,0,0.013802877,0,0.029006217,0.117893133,0.931995736,0,Budget-Friendly Price
0.00264828,0.005808752,0.006061381,0.005808752,0.003861004,0.001934236,0.004145078,0.001859913,0.005701532,0.002579784,0.005370812,0.002729515,0.003861004,0.002705049,0,0,0,0.055104278,0.001111651,0,0.013685852,0,0.029006217,0.117893133,0.931995736,0,Economical Price
0.002808114,0.006159333,0.006398447,0.006159333,0.001930502,0.001934236,0.003108808,0.001503759,0.007391962,0.00334606,0.006952346,0.003617197,0.003861004,0.002824954,0,0,0,0.055104278,0.001111651,0,0.012137407,0.135516671,0.029006217,0.117893133,0.442126971,0,Economical Price
0.00235617,0.005168037,0.005445363,0.005168037,0.001930502,0,0.003108808,0.001503759,0.006110796,0.002765305,0.005753709,0.002925936,0.001930502,0.003467643,0,0,0,0.055104278,0.001111651,0,0.013802877,0.135516671,0.029006217,0.117893133,0.442126971,0,Budget-Friendly Price
0.00235617,0.005168037,0.005445363,0.005168037,0.001930502,0,0.003108808,0.001503759,0.005969779,0.002701381,0.005621808,0.002858264,0.001930502,0.00382256,0,0,0,0.055104278,0.001111651,0,0.01635522,0.135516671,0.029006217,0.117893133,0.442126971,0,Budget-Friendly Price
0.00235617,0.005168037,0.005445363,0.005168037,0.001930502,0,0.003108808,0.001503759,0.00618741,0.002800034,0.005825423,0.00303905,0.001930502,0.002537182,0,0,0,0.055104278,0.001111651,0,0.012129865,0.135516671,0.029006217,0.117893133,0.442126971,0,Economical Price
0.031316396,0.036931818,0.021229362,0.036931818,0.00965251,0.00967118,0.013471503,0.030075188,0.04093881,0.021399105,0.044211232,0.023864402,0.013513514,0.052753251,0.042015133,0,0.04276895,0.055104278,0.001111651,0.191555693,0.040667734,1,0.029006217,0.117893133,0.82536183,0.086620281,Premium Price
0.006619323,0.014518859,0.00722949,0.014518859,0.003861004,0.00967118,0.004145078,0.00370004,0.0015567,0.001125531,0.00170319,0.006660377,0.003861004,0.004299781,0.028197346,0.09111264,0.028197346,0.055104278,0,0.196123491,0.013875512,0,0.051450964,0.121542658,0.442126971,0,Budget-Friendly Price
0.003720269,0.008160058,0.004137779,0.008160058,0.003861004,0.003868472,0.005181347,0.007004353,0.009785901,0.004431237,0.009192105,0.004689858,0.005791506,0.007496439,0,0,0,0.055104278,0.001111651,0.191555693,0.014727191,0.135516671,0.029006217,0.117893133,0.931995736,0,Premium Price
0.003720269,0.008160058,0.004137779,0.008160058,0.003861004,0.003868472,0.005181347,0.007004353,0.009785901,0.004431237,0.009192105,0.004766203,0.005791506,0.006182284,0,0,0,0.055104278,0.001111651,0.191555693,0.014540866,0.135516671,0.029006217,0.117893133,0.931995736,0,Standard Price
0.003841522,0.008426015,0.008577755,0.008426015,0.003861004,0.005802708,0.006217617,0.007004353,0.010278672,0.004654611,0.009653119,0.005002731,0.003861004,0.004983237,0,0,0,0.055104278,0.001111651,0.191555693,0.014552396,0.135516671,0.029006217,0.117893133,0.931995736,0,Standard Price
0.002281765,0.005004836,0.002620981,0.005004836,0.001930502,0.001934236,0.004145078,0.008101351,0.005535897,0.002504701,0.00521586,0.002650015,0.003861004,0.004551581,0,0,0,0.055104278,0.001111651,0.191555693,0.01412489,0,0.029006217,0.117893133,0.82536183,0,Budget-Friendly Price
0.002281765,0.005004836,0.002620981,0.005004836,0.001930502,0.001934236,0.004145078,0.002255639,0.006012124,0.002720576,0.005661507,0.002954927,0.003861004,0.002393297,0,0,0,0.055104278,0.001111651,0.191555693,0.011987363,0,0.029006217,0.117893133,0.442126971,0,Economical Price
0.00264828,0.005808752,0.006061381,0.005808752,0.001930502,0.001934236,0.003108808,0.002057776,0.007468576,0.003380789,0.007024059,0.003577619,0.003861004,0.004215848,0,0,0,0.055104278,0.001111651,0.191555693,0.015214105,0.135516671,0.029006217,0.117893133,0.931995736,0,Budget-Friendly Price
0.00264828,0.005808752,0.006061381,0.005808752,0.003861004,0.001934236,0.004145078,0.002057776,0.005801386,0.002625048,0.005464295,0.002853785,0.003861004,0.003199056,0,0,0,0.055104278,0.001111651,0.191555693,0.012213435,0.135516671,0.029006217,0.117893133,0.931995736,0,Budget-Friendly Price
0.002008945,0.004406431,0.004713116,0.004406431,0.001930502,0.001934236,0.003108808,0.001859913,0.003954775,0.001787976,0.003736774,0.001891122,0.003861004,0.003506012,0,0,0,0.104258282,0,0,0.01938277,0,0.029006217,0.117893133,0,0,Budget-Friendly Price
0.001937296,0.004249275,0.004562017,0.004249275,0.001930502,0.001934236,0.003108808,0.001859913,0.003948078,0.00178494,0.003730371,0.001964251,0.003861004,0.002920877,0,0,0,0.104258282,0,0,0.01250987,0,0.029006217,0.117893133,0,0,Economical Price
0.002072328,0.004545455,0.00484678,0.004545455,0.001930502,0,0.002072539,0.002255639,0.00630243,0.002852172,0.005932993,0.003017917,0.001930502,0.004407695,0,0,0,0.055104278,0.001111651,0.205161964,0.013982388,0.135516671,0,0,0.931995736,0,Budget-Friendly Price
0.026998129,0.039422147,0.023199456,0.039422147,0.003861004,0.005802708,0.013471503,0.015730115,0.041832573,0.033137945,0.068438792,0.036903803,0.007722008,0.035966599,0.042015133,0,0.04276895,0.104258282,0,0.646631196,0.030800105,1,0.029006217,0.117893133,0.82536183,0.086620281,Premium Price
0.003397846,0.007452853,0.007642105,0.007452853,0.001930502,0.005802708,0.007253886,0.008101351,0.003677074,0.003990113,0.008281602,0.004299133,0.003861004,0.008685893,0.042015133,0,0.04276895,0.055104278,0.001111651,0.205161964,0.014799923,0,0.051450964,0.121542658,0.82536183,0.086620281,Premium Price
0.008066094,0.00990087,0.007979172,0.00990087,0.003861004,0.005802708,0.007253886,0.006865849,0.008662296,0.005795766,0.012008131,0.006599853,0.005791506,0.005223047,0.042015133,0,0.04276895,0.055104278,0.001111651,0,0.013909057,0.135516671,0.029006217,0.117893133,0.82536183,0.086620281,Standard Price
0.006999617,0.007277563,0.006636718,0.007277563,0.001930502,0.003868472,0.006217617,0.011931144,0.004581866,0.004431326,0.009192105,0.004689959,0.003861004,0.003956854,0.042015133,0,0.04276895,0.055104278,0,0.205161964,0.013572437,0,0.029006217,0.117893133,0.82536183,0.086620281,Budget-Friendly Price
0.005467417,0.005174081,0.005451175,0.005174081,0.001930502,0.005802708,0.007253886,0.013494262,0.004190328,0.004647201,0.009637751,0.004918527,0.003861004,0.004551581,0.042015133,0,0.04276895,0.055104278,0,0,0.013572437,0,0.029006217,0.117893133,0.82536183,0.086620281,Budget-Friendly Price
0.003279348,0.00719294,0.007392211,0.00719294,0.001930502,0,0.002072539,0.002255639,0.001684915,0.000759044,0.001613126,0.00038366,0.001930502,0.001018384,0,0,0,0.055104278,0.001111651,0.205161964,0.012178221,0.135516671,0,0,0.931995736,0,Economical Price
0.001413702,0.003100822,0.003457835,0.003100822,0.001930502,0,0.002072539,0.008101351,0.003285535,0.001484608,0.003110563,0.001646248,0.001930502,0.002681068,0,0,0,0.055104278,0.001111651,0,0.014096496,0,0.029006217,0.117893133,0.82536183,0,Economical Price
0.007313773,0.01604207,0.010530414,0.01604207,0.001930502,0.005802708,0.006217617,0.007380293,0.003614049,0.005026366,0.010420194,0.005320001,0.003861004,0.004451801,0.042015133,0,0.04276895,0.055104278,1,0.205161964,0.030800105,0,0.051450964,0.121542658,0,0.086620281,Budget-Friendly Price
0.009490819,0.008927708,0.009060108,0.008927708,0.005791506,0.005802708,0.007253886,0.006212901,0.006068255,0.005215546,0.010810776,0.005520311,0.005791506,0.004180356,0.042015133,0,0.04276895,0.055104278,0.001111651,0.205161964,0.013757235,0.135516671,0.029006217,0.117893133,0.82536183,0.086620281,Budget-Friendly Price
0.002813626,0.006171422,0.00641007,0.006171422,0.001930502,0,0.004145078,0.001503759,0.006562405,0.00297002,0.006176305,0.003219041,0.001930502,0.003112725,0,0,0,0.055104278,0.001111651,0,0.012699872,0.135516671,0.029006217,0.117893133,0.442126971,0,Economical Price
0.002788824,0.006117021,0.003045219,0.006117021,0.001930502,0.001934236,0.003108808,0.00257222,0.005347021,0.002419084,0.005039138,0.002635702,0.003861004,0.003429273,0,0,0,0.055104278,0.001111651,0,0.014430425,0,0.029006217,0.117893133,0.442126971,0,Budget-Friendly Price
0.007994444,0.009538201,0.006305463,0.009538201,0.001930502,0.007736944,0.008290155,0.008686189,0.003206164,0.004560958,0.009459749,0.004827218,0.007722008,0.004446064,0.042015133,0,0.04276895,0.055104278,0.017090035,0.646631196,0.014020389,0,0.051450964,0.121542658,0.82536183,0.086620281,Budget-Friendly Price
0.004464323,0.00979207,0.006276406,0.00979207,0.003861004,0.001934236,0.005181347,0.003284527,0.007550705,0.003418018,0.007100894,0.003693399,0.003861004,0.00428779,0,0,0,0.055104278,0.001111651,0.205161964,0.012470125,0.135516671,0.051450964,0.121542658,0.442126971,0,Budget-Friendly Price
0.002843939,0.006237911,0.006473997,0.006237911,0.001930502,0.001934236,0.004145078,0.002057776,0.007742338,0.003504886,0.007280178,0.003709015,0.003861004,0.004215848,0,0,0,0.055104278,0.001111651,0.191555693,0.015804485,0.135516671,0.029006217,0.117893133,0.931995736,0,Budget-Friendly Price
0.011563147,0.012753868,0.00715394,0.012753868,0.003861004,0.007736944,0.007253886,0.017313019,0.007998374,0.005539448,0.011479246,0.006309476,0.007722008,0.005127123,0.042015133,0,0.04276895,0.055104278,0,0,0.013531007,0.135516671,0.029006217,0.117893133,0.82536183,0.086620281,Standard Price
0.012422942,0.019106625,0.011861245,0.019106625,0.003861004,0.005802708,0.008290155,0.012544519,0.013997105,0.009863908,0.020404347,0.011700407,0.003861004,0.005175085,0.042015133,0,0.04276895,0.104258282,0,0.205161964,0.01280598,0.135516671,0.051450964,0.121542658,0.442126971,0.086620281,Standard Price
0.006969304,0.006606625,0.006828497,0.006606625,0.001930502,0.003868472,0.008290155,0.003739612,0.003216996,0.003941099,0.008180435,0.003513917,0.005791506,0.003447499,0.042015133,0,0.04276895,0.055104278,0,0.205161964,0.011779876,0,0.051450964,0.121542658,0.82536183,0.086620281,Budget-Friendly Price
0.002008945,0.004406431,0.004713116,0.004406431,0.001930502,0.001934236,0.003108808,0.001859913,0.004091655,0.001850024,0.003864833,0.002033165,0.003861004,0.003400496,0,0,0,0.104258282,0,0,0.024394102,0,0.029006217,0.117893133,0,0,Budget-Friendly Price
0.002008945,0.004406431,0.004713116,0.004406431,0.001930502,0.001934236,0.003108808,0.001859913,0.004106821,0.001856898,0.00387892,0.002040454,0.003861004,0.001378587,0,0,0,0.104258282,0,0,0.012746063,0,0.029006217,0.117893133,0,0,Economical Price
0.002008945,0.004406431,0.004713116,0.004406431,0.001930502,0.001934236,0.003108808,0.001859913,0.004106821,0.001856898,0.00387892,0.002040454,0.003861004,0.002863323,0,0,0,0.104258282,0,0,0.012452869,0,0.029006217,0.117893133,0,0,Economical Price
0.001970365,0.004321809,0.004631755,0.004321809,0.001930502,0.001934236,0.003108808,0.001859913,0.004338041,0.001961711,0.00409534,0.002151429,0.003861004,0.001721831,0,0,0,0.104258282,0,0,0.012039523,0,0.029006217,0.117893133,0,0,Economical Price
0.006228006,0.006697292,0.00691567,0.006697292,0.001930502,0.003868472,0.005181347,0.003521963,0.004685856,0.004383562,0.009093499,0.004639388,0.003861004,0.004215848,0.042015133,0,0.04276895,0.055104278,0.001111651,0.205161964,0.012873304,0,0.029006217,0.117893133,0.82536183,0.086620281,Budget-Friendly Price
0.010312034,0.01297147,0.006439128,0.01297147,0.003861004,0.005802708,0.008290155,0.009695291,0.00584511,0.005945842,0.012318035,0.006293555,0.007722008,0.015342999,0.042015133,0,0.04276895,0.055104278,0,0,0.019373422,0.135516671,0.029006217,0.117893133,0.82536183,0.086620281,Premium Price
0.061602141,0.135118472,0.130386522,0.135118472,0,0.003868472,0.004145078,0.008101351,0.076763592,0.130070112,0.064333207,0.137718893,0,0.030690795,0.24638713,0.827990247,0.24638713,1,1,0.205161964,0.027876185,0,0.144724837,0,0.82536183,1,Premium Price
0.00155149,0.003403046,0.003748409,0.003403046,0.001930502,0,0.003108808,0.008101351,0.00396994,0.00179485,0.00375086,0.001898411,0.001930502,0.003592343,0,0,0,0.104258282,0,0,0.015954414,0.135516671,0.029006217,0.117893133,0.82536183,0,Budget-Friendly Price
0.001507398,0.003306335,0.003655425,0.003306335,0.001930502,0,0.003108808,0.00370004,0.003415523,0.001543532,0.00323222,0.001632302,0.001930502,0.00143406,0,0,0,0.055104278,0.001111651,0.191555693,0.010738099,0,0.029006217,0.117893133,0.442126971,0,Economical Price
0.007159451,0.008450193,0.004277254,0.008450193,0.001930502,0.001934236,0.004145078,0.007320934,0.004484573,0.0050902,0.010552096,0.005387592,0.005791506,0.00383599,0.042015133,0,0.04276895,0.055104278,0.001111651,0.205161964,0.013416181,0,0.051450964,0.121542658,0.82536183,0.086620281,Budget-Friendly Price
0.07390383,0.103052466,0.052983327,0.103052466,0.044401544,0.127659574,0.107772021,0.201503759,0.079941198,0.041433769,0.087447931,0.045319471,0.044401544,0.016781855,1,0,1,0.055104278,0.001111651,0.205161964,0.026237545,0,0.029006217,0.117893133,0.931995736,0,Premium Price
0.012941024,0.016815764,0.010007381,0.016815764,0.003861004,0.005802708,0.009326425,0.007874951,0.007610972,0.006691673,0.013857309,0.00708325,0.007722008,0.006335762,0.042015133,0,0.04276895,0.055104278,0,0.205161964,0.036217926,0.135516671,0.029006217,0.117893133,0.82536183,0.086620281,Standard Price
0.017835244,0.029690522,0.011251039,0.029690522,0.003861004,0.005802708,0.009326425,0.007400079,0.009616326,0.007651593,0.015838388,0.00809964,0.005791506,0.005566262,0.042015133,0,0.04276895,0.055104278,0.001111651,0,0.014182392,0.135516671,0.029006217,0.117893133,0.82536183,0.086620281,Standard Price
0.006374061,0.005820841,0.006073004,0.005820841,0.001930502,0.001934236,0.004145078,0.004174911,0.002146765,0.003673711,0.007628499,0.003230808,0.001930502,0.003371719,0.042015133,0,0.04276895,0.055104278,0,0.205161964,0.012956375,0,0.051450964,0.121542658,0.82536183,0.086620281,Budget-Friendly Price
0.002061305,0.004521277,0.004823534,0.004521277,0.003861004,0.001934236,0.003108808,0.008101351,0.004425684,0.00200144,0.004177298,0.00219349,0.003861004,0.002393297,0,0,0,0.055104278,0.001111651,0,0.012542381,0,0.029006217,0.117893133,0.82536183,0,Economical Price
0.009096746,0.012705513,0.006596038,0.012705513,0.003861004,0.003868472,0.008290155,0.006410764,0.012983596,0.005880759,0.012183573,0.006224641,0.007722008,0.007429292,0,0,0,0.055104278,0.001111651,0.191555693,0.016974927,0.135516671,0.029006217,0.117893133,0.82536183,0,Premium Price
0.002132954,0.004678433,0.004974633,0.004678433,0.001930502,0.001934236,0.003108808,0.008101351,0.004607864,0.002084022,0.004347617,0.002204586,0.003861004,0.003928076,0,0,0,0.055104278,0.001111651,0.191555693,0.01600052,0,0.029006217,0.117893133,0.82536183,0,Budget-Friendly Price
0.002808114,0.006159333,0.006398447,0.006159333,0.001930502,0.001934236,0.003108808,0.001503759,0.007500088,0.003395073,0.007053512,0.003592746,0.003861004,0.002584185,0,0,0,0.055104278,0.001111651,0,0.012176415,0.135516671,0.029006217,0.117893133,0.442126971,0,Economical Price
0.022679861,0.03060324,0.015365572,0.03060324,0.00965251,0.007736944,0.010362694,0.029442026,0.027041165,0.01486099,0.030717611,0.016583224,0.013513514,0.004551581,0.042015133,0,0.04276895,0.104258282,0.001111651,0.191555693,0.011282428,1,0.029006217,0.117893133,0.82536183,0.086620281,Budget-Friendly Price
0.010637213,0.020696325,0.010757062,0.020696325,0.003861004,0.007736944,0.008290155,0.006925208,0.005433088,0.005585962,0.01157529,0.005255525,0.007722008,0.005788997,0.042015133,0,0.04276895,0.104258282,0,0.205161964,0.015350406,0.135516671,0.051450964,0.121542658,0.82536183,0.086620281,Standard Price
0.001333785,0.002925532,0.003289302,0.002925532,0.001930502,0,0.003108808,0.008101351,0.00330464,0.001493268,0.003128491,0.001655429,0.001930502,0.001721831,0,0,0,0.055104278,0,0,0.015994681,0,0.029006217,0.117893133,0.82536183,0,Economical Price
0.003469495,0.00761001,0.005567405,0.00761001,0.005791506,0.003868472,0.004145078,0.001859913,0.006593917,0.002984304,0.006205759,0.003234168,0.005791506,0.006182284,0,0,0,0.055104278,0.001111651,0,0.017978592,0,0.029006217,0.117893133,0.931995736,0,Standard Price
0.002419553,0.00530706,0.005579028,0.00530706,0.001930502,0.001934236,0.003108808,0.003442818,0.003616807,0.00255434,0.005318307,0.00270256,0.001930502,0.002047971,0.002522542,0,0.002522542,0.055104278,0,0,0.011645358,0,0.029006217,0.117893133,0,0.086620281,Economical Price
