grosssize,grosssizeadjusted,groundfloorsize,livingsize,baths_full,bed,rooms_total,prkgSize,assdImprValue,assdTtlValue,mktTtlValue,taxAmt,baths_total_calculated,property_type,propsubtype,proptype,heatingtype,coolingtype,wallType,saleRecDate,condition,constructiontype,frameType,prkgType,bldgType,saleAmt
922.0,922.0,922.0,922.0,2.0,2.0,4.0,495.44229852169764,26368.0,26368.0,379400.0,2448.64,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,MARBLECRETE,2019-02-07,AVERAGE,FRAME,WOOD,"Garage, Attached",MISCELLANEOUS,419380.0
527.0,527.0,527.0,527.0,1.0,1.0,4.0,495.44229852169764,15589.0,15589.0,224300.0,1522.66,1.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,MARBLECRETE,2017-02-23,AVERAGE,FRAME,WOOD,"Garage, Attached",MISCELLANEOUS,255000.0
609.0,609.0,609.0,609.0,1.0,1.0,4.0,180.0,18153.0,18153.0,261200.0,1685.76,1.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,MARBLECRETE,2020-10-19,AVERAGE,FRAME,WOOD,"Garage, Basement",MISCELLANEOUS,349000.0
970.0,970.0,970.0,970.0,2.0,2.0,5.0,180.0,27988.0,27988.0,402700.0,2674.08,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,MARBLECRETE,2013-11-06,AVERAGE,FRAME,WOOD,"Garage, Basement",MISCELLANEOUS,275000.0
1247.0,1247.0,864.0,1247.0,2.0,2.0,5.0,180.0,31199.0,31199.0,448900.0,2972.26,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,MARBLECRETE,2022-09-28,AVERAGE,FRAME,WOOD,"Garage, Basement",MISCELLANEOUS,156000.0
2229.0,1350.0,727.0,1350.0,2.0,2.0,6.0,206.0,45481.0,45481.0,654400.0,4298.54,4.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,MARBLECRETE,2004-05-10,GOOD,FRAME,WOOD,"Garage, Attached",MISCELLANEOUS,420500.0
608.0,608.0,608.0,608.0,1.0,1.0,3.0,495.44229852169764,16763.0,16763.0,241200.0,1631.68,1.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,MARBLECRETE,2005-12-20,AVERAGE,FRAME,WOOD,"Garage, Attached",MISCELLANEOUS,156200.0
608.0,608.0,608.0,608.0,1.0,1.0,4.0,495.44229852169764,17041.0,17041.0,245200.0,1657.5,1.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,MARBLECRETE,2013-03-07,AVERAGE,FRAME,WOOD,"Garage, Attached",MISCELLANEOUS,177000.0
4240.0,2527.0,2527.0,2527.0,1.0,4.0,9.0,775.0,38413.0,84533.0,1216300.0,7928.58,4.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,BRICK VENEER,2015-09-11,VERY GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,1044000.0
5923.0,3371.0,1900.0,3371.0,1.0,4.0,9.0,660.0,74838.0,122397.0,1761100.0,11366.28,4.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2005-05-02,VERY GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,900000.0
7754.0,5719.0,6258.0,5719.0,1.0,5.0,13.0,664.0,415110.0,475888.0,6847300.0,46514.4,4.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,RADIANT,None,STUCCO,2005-05-11,EXCELLENT,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,2500000.0
1152.0,1152.0,1152.0,1152.0,2.0,3.0,5.0,400.0,18167.0,33228.0,478100.0,3096.82,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,MARBLECRETE,2005-09-08,AVERAGE,FRAME,WOOD,"Garage, Detached",CONVENTIONAL HOUSE,248900.0
1844.0,1844.0,1844.0,1844.0,2.0,3.0,8.0,400.0,21239.0,36341.0,522900.0,3383.86,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,BLOCK,2005-05-10,AVERAGE,MASONRY,MASONRY,Carport (Unspecified),CONVENTIONAL HOUSE,278000.0
1437.0,1437.0,1437.0,1437.0,1.0,3.0,6.0,286.0,15716.0,42710.0,614540.0,3966.22,1.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,MARBLECRETE,2004-12-02,AVERAGE,FRAME,WOOD,Carport (Unspecified),CONVENTIONAL HOUSE,303000.0
1340.0,1080.0,1080.0,1080.0,1.0,3.0,6.0,260.0,20079.0,46253.0,665500.0,4295.24,1.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,STUCCO,2005-08-16,AVERAGE,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,325000.0
1592.0,920.0,920.0,920.0,1.0,3.0,6.0,288.0,18320.0,45328.0,652200.0,4209.34,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,ELECTRIC,None,MARBLECRETE,2005-05-03,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,380000.0
1213.0,1213.0,1213.0,1213.0,1.0,3.0,6.0,495.44229852169764,14769.0,44939.0,646600.0,4173.22,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,BRICK VENEER,2004-04-21,AVERAGE,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,328500.0
1998.0,1572.0,948.0,1572.0,1.0,3.0,7.0,426.0,22171.0,50583.0,727800.0,4697.34,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,BRICK VENEER,2004-06-30,AVERAGE,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,399500.0
2375.0,925.0,925.0,925.0,1.0,4.0,8.0,525.0,15613.0,31226.0,449288.0,2899.78,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2019-09-10,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,442600.0
3756.0,3756.0,2676.0,3756.0,2.0,3.0,10.0,576.0,39628.0,115918.0,1667880.0,10764.6,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,STUCCO,2010-09-20,VERY GOOD,FRAME,WOOD,Carport (Unspecified),CONVENTIONAL HOUSE,998000.0
3140.0,1806.0,1806.0,1806.0,1.0,4.0,9.0,484.0,31734.0,66192.0,952400.0,6146.86,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2016-09-19,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,727200.0
3423.0,2763.0,2763.0,2763.0,2.0,5.0,8.0,660.0,11773.0,70702.0,1017300.0,5920.28,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,BRICK VENEER,2005-08-19,GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,640000.0
5756.0,5635.0,5756.0,5635.0,4.0,6.0,15.0,1092.0,131939.0,160052.0,2302900.0,15665.76,7.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,RADIANT,None,STUCCO,2023-04-05,EXCELLENT,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,3155000.0
4868.0,2684.0,1502.0,2684.0,2.0,3.0,8.0,714.0,41207.0,76325.0,1098200.0,7011.52,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,BRICK VENEER,2019-06-25,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,950000.0
4742.0,2561.0,2561.0,2561.0,3.0,4.0,8.0,690.0,63898.0,87104.0,1253300.0,7861.86,4.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,CENTRAL,BRICK VENEER,2009-10-01,VERY GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,720000.0
2520.0,2520.0,5891.0,2520.0,1.0,2.0,5.0,489.0,155353.0,367053.0,1265700.0,34426.86,1.0,"VEHICLE SALES, VEHICLE RENTALS (AUTO/TRUCK/RV/BOAT/ETC)",COMMERCIAL,AUTO SALES,SPACE,PACKAGE,BRICK VENEER,2022-04-05,AVERAGE,CONCRETE BLOCK,PRE FAB,"Garage, Detached",COMMERCIAL,2600000.0
613.0,613.0,613.0,613.0,1.0,1.0,3.0,495.44229852169764,17028.0,17028.0,245000.0,1581.28,1.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,MARBLECRETE,2010-07-01,AVERAGE,FRAME,WOOD,"Garage, Attached",MISCELLANEOUS,161000.0
2887.0,1462.0,937.0,1462.0,1.0,4.0,8.0,525.0,17556.0,57644.0,829400.0,4707.66,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2022-05-02,AVERAGE,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,1350000.0
73152.0,73152.0,37909.0,73152.0,192.0,192.0,384.0,495.44229852169764,1795696.0,1950922.0,28690029.0,188370.42,192.0,"MULTI-FAMILY DWELLINGS (GENERIC, ANY COMBINATION)",RESIDENTIAL,MULTI FAMILY DWELLING,HOT WATER,None,BLOCK,2005-05-31,AVERAGE,MASONRY,MASONRY,"Garage, Attached",MISCELLANEOUS,7600000.0
1136.0,1136.0,754.0,1136.0,2.0,2.0,4.0,180.0,29656.0,29656.0,426700.0,2828.98,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,MARBLECRETE,2004-05-11,AVERAGE,FRAME,WOOD,"Garage, Basement",MISCELLANEOUS,293000.0
804.0,804.0,804.0,804.0,1.0,1.0,3.0,180.0,21038.0,21038.0,302700.0,1953.68,1.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,MARBLECRETE,2022-02-08,AVERAGE,FRAME,WOOD,"Garage, Basement",MISCELLANEOUS,465000.0
1052.0,1052.0,1052.0,1052.0,2.0,3.0,1.0,456.0,271338.0,284459.0,1851000.0,27816.96,2.0,RURAL RESIDENCE,RESIDENTIAL,RURAL HOMESITE,FORCED AIR,None,MARBLECRETE,2005-05-11,VERY GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,2500000.0
5269.0,4597.0,3951.0,4597.0,2.0,5.0,10.0,1400.0,103993.0,145978.0,2100400.0,13732.74,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2022-03-21,EXCELLENT,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,3335000.0
1661.0,1265.0,1265.0,1265.0,1.0,2.0,6.0,396.0,11412.0,49046.0,705700.0,4823.48,1.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,GRAVITY,None,MARBLECRETE,2005-02-18,FAIR,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,395000.0
2836.0,1218.0,1218.0,1218.0,1.0,3.0,7.0,400.0,20628.0,49477.0,711900.0,4594.64,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2012-10-02,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,429000.0
1592.0,920.0,920.0,920.0,1.0,4.0,7.0,288.0,16930.0,44195.0,635900.0,4104.12,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,BRICK VENEER,2006-01-04,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,359000.0
2664.0,1092.0,1092.0,1092.0,2.0,4.0,8.0,480.0,12642.0,46753.0,672700.0,4341.68,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,EVAPORATIVE,BRICK VENEER,2012-06-22,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,332650.0
2625.0,1526.0,699.0,1526.0,1.0,3.0,7.0,400.0,24457.0,48928.0,704000.0,4543.64,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,MARBLECRETE,2005-11-16,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,405000.0
1323.0,1026.0,1026.0,1026.0,1.0,3.0,6.0,297.0,16339.0,42172.0,606800.0,3991.26,1.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,BRICK VENEER,2005-03-21,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,293000.0
1323.0,1026.0,1026.0,1026.0,1.0,3.0,6.0,297.0,17646.0,42645.0,613600.0,4035.18,1.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,BRICK VENEER,2009-11-03,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,330000.0
1008.0,1008.0,1008.0,1008.0,1.0,3.0,5.0,250.0,14692.0,41401.0,595700.0,3844.66,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,BRICK VENEER,2004-08-30,AVERAGE,MASONRY,MASONRY,"Garage, Detached",CONVENTIONAL HOUSE,289900.0
1323.0,1026.0,1026.0,1026.0,1.0,3.0,6.0,297.0,14901.0,40401.0,581300.0,3751.8,1.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,BRICK VENEER,2009-08-04,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,330900.0
3816.0,3312.0,1616.0,3312.0,3.0,4.0,10.0,504.0,71557.0,103513.0,1489400.0,8967.24,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,MARBLECRETE,2004-07-30,VERY GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,785000.0
2840.0,1617.0,765.0,1617.0,1.0,3.0,7.0,480.0,8622.0,17244.0,248104.0,1601.34,4.0,TOWNHOUSE,RESIDENTIAL,TOWNHOUSE/ROWHOUSE,FORCED AIR,None,MARBLECRETE,2004-02-11,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,283000.0
637.0,637.0,637.0,637.0,1.0,1.0,3.0,495.44229852169764,16173.0,16173.0,232700.0,1501.88,1.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,None,STUCCO,2015-04-23,AVERAGE,FRAME,WOOD,"Garage, Attached",MISCELLANEOUS,167000.0
1128.0,1128.0,1128.0,1128.0,2.0,2.0,5.0,180.0,26021.0,26021.0,374400.0,2491.42,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,BRICK VENEER,2017-07-24,AVERAGE,FRAME,WOOD,Carport (Unspecified),MISCELLANEOUS,350000.0
7721.0,4404.0,2173.0,4404.0,3.0,5.0,12.0,1144.0,98558.0,123509.0,1777100.0,12096.5,5.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,STUCCO,2005-12-30,EXCELLENT,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,1365000.0
968.0,968.0,968.0,968.0,1.0,2.0,4.0,260.0,18251.0,28551.0,410800.0,2726.36,1.0,TOWNHOUSE,RESIDENTIAL,TOWNHOUSE/ROWHOUSE,FORCED AIR,CENTRAL,MARBLECRETE,2014-07-01,AVERAGE,FRAME,WOOD,Carport (Unspecified),CONVENTIONAL HOUSE,266000.0
2445.0,1172.0,1172.0,1172.0,2.0,4.0,7.0,280.0,42048.0,72051.0,1036700.0,7506.12,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,BRICK VENEER,2005-04-25,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,425000.0
4268.0,2340.0,1416.0,2340.0,2.0,5.0,10.0,528.0,33749.0,74337.0,1069600.0,6903.24,4.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2016-05-19,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,615000.0
3442.0,2832.0,2832.0,2832.0,1.0,4.0,7.0,610.0,25340.0,70876.0,1019800.0,5936.42,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,BRICK VENEER,2004-06-29,GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,570000.0
1328.0,1328.0,1328.0,1328.0,1.0,3.0,7.0,297.0,22678.0,48706.0,700800.0,4523.04,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,BRICK VENEER,2018-04-02,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,620000.0
1323.0,1323.0,1323.0,1323.0,1.0,3.0,6.0,297.0,19106.0,45002.0,647500.0,4254.06,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,EVAPORATIVE,BRICK VENEER,2004-06-28,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,280000.0
1008.0,1008.0,1008.0,1008.0,1.0,2.0,5.0,275.0,17243.0,44855.0,645400.0,4165.42,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2021-07-07,AVERAGE,MASONRY,MASONRY,"Garage, Detached",CONVENTIONAL HOUSE,705000.0
2600.0,1226.0,1226.0,1226.0,1.0,2.0,6.0,426.0,11871.0,38823.0,558600.0,2959.86,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,BRICK VENEER,2005-05-18,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,393000.0
2145.0,943.0,943.0,943.0,1.0,3.0,8.0,259.0,13066.0,41624.0,598900.0,3865.38,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,BRICK VENEER,2005-12-02,AVERAGE,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,342500.0
4145.0,3337.0,1668.0,3337.0,2.0,3.0,9.0,808.0,53571.0,74685.0,1074600.0,7453.78,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,MARBLECRETE,2013-03-26,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,626500.0
1323.0,1026.0,1026.0,1026.0,1.0,3.0,7.0,297.0,15297.0,41248.0,593500.0,3830.46,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2021-06-28,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,757000.0
2493.0,1285.0,1285.0,1285.0,2.0,4.0,8.0,306.0,28605.0,56377.0,811180.0,5235.4,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,MARBLECRETE,2005-09-16,AVERAGE,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,363000.0
2119.0,1370.0,1370.0,1370.0,1.0,3.0,7.0,253.0,24395.0,51444.0,740200.0,4777.3,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,BRICK VENEER,2021-05-05,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,452000.0
5252.0,3129.0,1256.0,3129.0,2.0,4.0,11.0,484.0,77409.0,108496.0,1561100.0,10075.38,5.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,MARBLECRETE,2018-05-30,VERY GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,1650000.0
35238.0,6750.0,1543.0,6750.0,1.0,3.0,6.0,261.0,77646.0,195266.0,1182000.0,19300.48,1.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,MARBLECRETE,2020-01-02,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,1650000.0
2419.0,1828.0,1828.0,1828.0,1.0,3.0,5.0,591.0,11662.0,52674.0,757900.0,4891.52,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,BRICK VENEER,2005-04-26,GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,475000.0
2375.0,1825.0,1825.0,1825.0,1.0,3.0,7.0,550.0,10022.0,55885.0,804100.0,5189.7,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2004-08-27,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,475000.0
3532.0,2084.0,1484.0,2084.0,3.0,5.0,10.0,484.0,32693.0,65469.0,942000.0,6079.72,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,MARBLECRETE,2009-07-06,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,560000.0
981.0,981.0,981.0,981.0,2.0,3.0,5.0,495.44229852169764,30198.0,30198.0,434500.0,2879.3,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,None,BRICK VENEER,2018-08-08,AVERAGE,MASONRY,MASONRY,"Garage, Attached",MISCELLANEOUS,401500.0
1422.0,1222.0,1222.0,1222.0,2.0,2.0,5.0,200.0,33423.0,33423.0,480900.0,3103.8,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,BRICK VENEER,2016-06-20,GOOD,MASONRY,MASONRY,"Garage, Attached",MISCELLANEOUS,400000.0
1831.0,1631.0,1188.0,1631.0,1.0,2.0,5.0,200.0,40296.0,40296.0,579800.0,3742.04,3.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,STUCCO,2021-07-28,GOOD,MASONRY,MASONRY,"Garage, Attached",MISCELLANEOUS,540000.0
1757.0,1757.0,1757.0,1757.0,1.0,3.0,7.0,608.0,11488.0,52924.0,761500.0,4914.74,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2004-09-28,AVERAGE,MASONRY,MASONRY,Carport (Unspecified),CONVENTIONAL HOUSE,399000.0
2362.0,1258.0,1258.0,1258.0,1.0,3.0,6.0,504.0,40651.0,68277.0,982400.0,6668.82,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,MARBLECRETE,2004-02-24,AVERAGE,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,540000.0
4557.0,2927.0,2927.0,2927.0,1.0,4.0,9.0,543.0,35862.0,84255.0,1212300.0,7824.26,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2004-04-30,GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,500000.0
3824.0,1912.0,1912.0,1912.0,1.0,4.0,7.0,484.0,72539.0,151366.0,2177920.0,14784.38,1.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,STONE,2004-11-12,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,920000.0
2909.0,2700.0,2700.0,2700.0,1.0,4.0,8.0,209.0,17542.0,61237.0,881100.0,5686.72,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2022-09-20,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,1120000.0
5944.0,3496.0,1734.0,3496.0,2.0,5.0,13.0,768.0,72753.0,99017.0,1424700.0,9704.28,5.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,STUCCO,2016-01-29,VERY GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,1010000.0
4935.0,2835.0,1937.0,2835.0,2.0,4.0,11.0,898.0,64274.0,87904.0,1264800.0,7940.0,4.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2004-11-01,VERY GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,830000.0
6536.0,3716.0,1990.0,3716.0,3.0,4.0,11.0,905.0,75060.0,99885.0,1437200.0,9789.06,5.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2012-08-10,VERY GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,890000.0
5269.0,3813.0,2452.0,3813.0,2.0,4.0,13.0,875.0,113535.0,149606.0,2152600.0,13966.62,6.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,STUCCO,2023-03-09,VERY GOOD,FRAME,WOOD,"Garage, Detached",CONVENTIONAL HOUSE,2895000.0
968.0,968.0,968.0,968.0,1.0,2.0,5.0,260.0,18508.0,28808.0,414500.0,2750.22,1.0,TOWNHOUSE,RESIDENTIAL,TOWNHOUSE/ROWHOUSE,FORCED AIR,CENTRAL,MARBLECRETE,2023-07-18,AVERAGE,FRAME,WOOD,Carport (Unspecified),CONVENTIONAL HOUSE,441500.0
2335.0,2335.0,1396.0,2335.0,2.0,3.0,8.0,630.0,28863.0,79807.0,1148260.0,7827.98,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,MARBLECRETE,2004-08-24,AVERAGE,FRAME,WOOD,"Garage, Detached",CONVENTIONAL HOUSE,590000.0
1056.0,1056.0,528.0,1056.0,1.0,2.0,5.0,260.0,19321.0,26382.0,379600.0,2449.94,2.0,TOWNHOUSE,RESIDENTIAL,TOWNHOUSE/ROWHOUSE,FORCED AIR,None,MARBLECRETE,2017-05-02,AVERAGE,FRAME,WOOD,Carport (Unspecified),CONVENTIONAL HOUSE,444000.0
1940.0,1089.0,452.0,1089.0,2.0,3.0,5.0,399.0,26417.0,49345.0,710000.0,4582.38,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,MARBLECRETE,2017-04-20,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,665000.0
1056.0,1056.0,528.0,1056.0,1.0,2.0,5.0,260.0,19119.0,26180.0,376700.0,2431.18,2.0,TOWNHOUSE,RESIDENTIAL,TOWNHOUSE/ROWHOUSE,FORCED AIR,None,MARBLECRETE,2013-06-04,AVERAGE,FRAME,WOOD,Carport (Unspecified),CONVENTIONAL HOUSE,235000.0
9424.0,5340.0,2956.0,5340.0,4.0,5.0,12.0,1128.0,113792.0,142641.0,2052400.0,13965.18,6.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,CENTRAL,STUCCO,2017-06-27,EXCELLENT,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,1900000.0
