grosssize,grosssizeadjusted,groundfloorsize,livingsize,baths_full,bed,rooms_total,prkgSize,assdImprValue,assdTtlValue,mktTtlValue,taxAmt,baths_total_calculated,property_type,propsubtype,proptype,heatingtype,coolingtype,wallType,saleRecDate,condition,constructiontype,frameType,prkgType,bldgType,saleAmt
2110.0,2505.0,5320.0,2505.0,1.0,2.0,7.0,1200.0,37968.0,70265.0,1011000.0,6964.96,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2006-02-13,AVERAGE,FRAME,WOOD,"Garage, Detached",COMMERCIAL,501930.0
869.0,869.0,869.0,869.0,1.0,2.0,5.0,495.44229852169764,22261.0,22261.0,320300.0,2067.24,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,None,STUCCO,2007-07-03,AVERAGE,FRAME,WOOD,"Garage, Attached",MISCELLANEOUS,179350.0
5695.0,3245.0,1861.0,3245.0,2.0,5.0,11.0,808.0,41651.0,78333.0,1127100.0,7347.06,4.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2022-07-25,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,1900000.0
3298.0,1754.0,1064.0,1754.0,3.0,4.0,9.0,480.0,3905.0,39052.0,561900.0,3626.52,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2022-05-02,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,1100000.0
5032.0,2240.0,2240.0,2240.0,3.0,4.0,10.0,552.0,44675.0,92943.0,1337300.0,8631.06,4.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2005-07-26,VERY GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,798000.0
925.0,925.0,925.0,925.0,1.0,2.0,6.0,495.44229852169764,11968.0,35890.0,516400.0,3332.88,1.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,MARBLECRETE,2021-09-07,AVERAGE,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,597500.0
3782.0,1798.0,1798.0,1798.0,1.0,5.0,11.0,462.0,23588.0,60937.0,876800.0,5658.86,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2006-02-08,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,439000.0
3924.0,2272.0,1208.0,2272.0,1.0,4.0,8.0,462.0,29795.0,66929.0,963000.0,6215.3,4.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,MARBLECRETE,2005-04-29,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,575000.0
3992.0,2430.0,1415.0,2430.0,1.0,4.0,10.0,462.0,31108.0,64892.0,933700.0,6026.14,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,BRICK VENEER,2005-06-09,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,520000.0
3839.0,2449.0,1452.0,2449.0,3.0,4.0,9.0,462.0,22615.0,57094.0,821500.0,5301.98,4.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,EVAPORATIVE,BRICK VENEER,2005-07-21,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,523000.0
2050.0,922.0,922.0,922.0,1.0,3.0,7.0,264.0,19578.0,46711.0,672100.0,3692.38,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,MARBLECRETE,2005-08-09,AVERAGE,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,390000.0
3165.0,1528.0,1528.0,1528.0,3.0,3.0,8.0,440.0,29948.0,62502.0,899300.0,5804.18,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2012-10-12,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,507500.0
2813.0,2251.0,2251.0,2251.0,2.0,4.0,8.0,562.0,37843.0,71849.0,1033800.0,6672.18,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2016-08-01,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,900000.0
2381.0,1226.0,558.0,1226.0,1.0,3.0,7.0,567.0,28384.0,50443.0,725800.0,5264.94,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2006-09-05,GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,470000.0
2375.0,925.0,925.0,925.0,1.0,3.0,7.0,525.0,3986.0,39858.0,573500.0,3701.38,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2008-04-09,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,370001.0
4287.0,3400.0,2923.0,3400.0,3.0,12.0,18.0,1080.0,36693.0,78601.0,1155900.0,7524.2,6.0,"DUPLEX (2 UNITS, ANY COMBINATION)",RESIDENTIAL,DUPLEX,HOT WATER,None,BRICK VENEER,2005-10-20,GOOD,MASONRY,MASONRY,Carport (Unspecified),MISCELLANEOUS,730000.0
5694.0,3162.0,3162.0,3162.0,2.0,4.0,10.0,525.0,47121.0,92623.0,1332700.0,7955.94,4.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2011-01-26,GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,905000.0
2992.0,1854.0,871.0,1854.0,2.0,4.0,8.0,462.0,29121.0,47254.0,679900.0,4388.2,3.0,TOWNHOUSE,RESIDENTIAL,TOWNHOUSE/ROWHOUSE,FORCED AIR,CENTRAL,MARBLECRETE,2017-10-16,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,685500.0
2169.0,1665.0,1665.0,1665.0,1.0,3.0,6.0,504.0,19849.0,52187.0,750900.0,4846.3,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,BRICK VENEER,2011-08-19,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,430000.0
1444.0,1444.0,1444.0,1444.0,1.0,4.0,6.0,792.0,4242.0,42423.0,610400.0,3478.42,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,MARBLECRETE,2005-06-23,AVERAGE,FRAME,WOOD,"Garage, Detached",CONVENTIONAL HOUSE,388000.0
2728.0,2089.0,2089.0,2089.0,1.0,3.0,7.0,639.0,30128.0,64954.0,934600.0,6031.88,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2005-06-15,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,485000.0
3068.0,1534.0,1534.0,1534.0,3.0,4.0,7.0,1118.0,31247.0,63655.0,915900.0,5911.26,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,STONE,2010-12-06,AVERAGE,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,580000.0
2424.0,1944.0,1272.0,1944.0,1.0,3.0,6.0,480.0,18841.0,56586.0,814200.0,5254.8,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,STONE,2005-05-19,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,485000.0
2138.0,1850.0,1850.0,1850.0,1.0,3.0,8.0,288.0,17396.0,46232.0,665200.0,4293.28,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,MARBLECRETE,2010-07-30,AVERAGE,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,425000.0
2628.0,1150.0,1150.0,1150.0,2.0,4.0,8.0,664.0,34145.0,66824.0,961500.0,6205.54,4.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2005-05-02,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,497000.0
3001.0,2426.0,1262.0,2426.0,2.0,4.0,9.0,575.0,28912.0,68680.0,988200.0,6377.9,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,MARBLECRETE,2008-07-02,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,539000.0
4486.0,3258.0,2068.0,3258.0,2.0,4.0,8.0,528.0,44591.0,79265.0,1140500.0,7360.86,4.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,CENTRAL,BRICK VENEER,2004-12-17,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,632500.0
2517.0,1942.0,976.0,1942.0,1.0,3.0,7.0,575.0,34013.0,67102.0,965500.0,6231.36,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,CENTRAL,MARBLECRETE,2004-12-15,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,535000.0
2598.0,1350.0,1014.0,1350.0,1.0,3.0,5.0,312.0,33263.0,71141.0,1023600.0,5961.04,1.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2004-11-09,GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,375000.0
4493.0,3709.0,2445.0,3709.0,3.0,4.0,9.0,784.0,58540.0,97703.0,1405800.0,8427.7,4.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,BRICK VENEER,2007-10-05,VERY GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,855000.0
2794.0,2794.0,1562.0,2794.0,1.0,4.0,10.0,440.0,40498.0,78410.0,1128200.0,7281.46,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,CENTRAL,BRICK VENEER,2019-09-19,GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,1300000.0
2308.0,1868.0,1868.0,1868.0,2.0,4.0,6.0,440.0,30288.0,62487.0,899100.0,5802.8,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,BRICK VENEER,2015-08-07,GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,711000.0
2804.0,1612.0,822.0,1612.0,2.0,4.0,9.0,400.0,31171.0,58401.0,840300.0,5423.36,4.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,MARBLECRETE,2004-05-19,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,479000.0
2490.0,1222.0,1222.0,1222.0,1.0,3.0,7.0,624.0,29072.0,61973.0,891700.0,5755.06,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,STONE,2020-12-10,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,900000.0
3390.0,1444.0,1444.0,1444.0,1.0,3.0,7.0,550.0,35577.0,73343.0,1055300.0,6810.92,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,CENTRAL,BRICK VENEER,2016-06-01,GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,859000.0
2744.0,1519.0,1519.0,1519.0,1.0,4.0,6.0,600.0,30163.0,63613.0,915300.0,5907.36,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,CENTRAL,BRICK VENEER,2017-08-28,GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,842500.0
2235.0,1683.0,1683.0,1683.0,1.0,4.0,6.0,552.0,20850.0,58922.0,847800.0,5471.74,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,BRICK VENEER,2013-12-16,GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,585000.0
3090.0,3090.0,1545.0,3090.0,1.0,4.0,9.0,624.0,33659.0,74567.0,1072900.0,6924.58,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,BRICK VENEER,2019-10-30,GOOD,MASONRY,MASONRY,"Garage, Detached",CONVENTIONAL HOUSE,1100000.0
4340.0,3214.0,2122.0,3214.0,2.0,3.0,9.0,510.0,56406.0,93728.0,1348600.0,8703.96,4.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,STUCCO,2020-04-08,VERY GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,1424500.0
2618.0,2145.0,2145.0,2145.0,2.0,3.0,7.0,473.0,34361.0,88154.0,1268400.0,8186.34,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,BRICK VENEER,2012-06-01,GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,809000.0
2208.0,864.0,864.0,864.0,1.0,4.0,8.0,480.0,10835.0,52299.0,752500.0,4856.7,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,CENTRAL,BRICK VENEER,2013-06-21,AVERAGE,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,495000.0
2162.0,1662.0,1662.0,1662.0,1.0,3.0,6.0,500.0,17417.0,57275.0,824100.0,5318.78,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2005-07-12,GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,422000.0
2286.0,1284.0,584.0,1284.0,2.0,2.0,6.0,430.0,22504.0,37822.0,544200.0,3512.3,3.0,TOWNHOUSE,RESIDENTIAL,TOWNHOUSE/ROWHOUSE,FORCED AIR,CENTRAL,BRICK VENEER,2022-08-04,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,670000.0
3012.0,1601.0,1601.0,1601.0,2.0,4.0,8.0,588.0,20231.0,62362.0,897300.0,5791.18,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2018-05-30,GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,720000.0
2575.0,1025.0,1025.0,1025.0,2.0,3.0,8.0,525.0,6957.0,49053.0,705800.0,9576.85,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2021-08-10,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,839000.0
2479.0,1599.0,736.0,1599.0,2.0,4.0,8.0,396.0,26917.0,43375.0,624100.0,4027.98,4.0,TOWNHOUSE,RESIDENTIAL,TOWNHOUSE/ROWHOUSE,FORCED AIR,None,BRICK VENEER,2018-07-20,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,560000.0
2769.0,1144.0,1144.0,1144.0,2.0,5.0,8.0,525.0,6776.0,47913.0,689400.0,4449.4,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,BRICK VENEER,2021-06-21,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,755000.0
3127.0,1884.0,1884.0,1884.0,3.0,4.0,9.0,484.0,21191.0,66964.0,963500.0,6218.54,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,BRICK VENEER,2021-06-08,GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,1325000.0
4034.0,1897.0,1897.0,1897.0,1.0,4.0,9.0,338.0,25444.0,63878.0,919100.0,5931.96,4.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,BRICK VENEER,2019-04-22,AVERAGE,MASONRY,MASONRY,Mixed,CONVENTIONAL HOUSE,815000.0
2352.0,1536.0,990.0,1536.0,1.0,4.0,8.0,312.0,22330.0,64767.0,931900.0,6014.52,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,BRICK VENEER,2009-09-21,GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,480000.0
3102.0,1851.0,801.0,1851.0,3.0,3.0,9.0,450.0,29399.0,43966.0,632600.0,4082.86,4.0,TOWNHOUSE,RESIDENTIAL,TOWNHOUSE/ROWHOUSE,FORCED AIR,None,BRICK VENEER,2005-10-24,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,375000.0
3959.0,2276.0,1308.0,2276.0,2.0,4.0,9.0,460.0,40560.0,74664.0,1074300.0,6933.6,4.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2019-05-23,GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,1044000.0
2660.0,1508.0,696.0,1508.0,2.0,3.0,7.0,456.0,26000.0,42458.0,610900.0,3942.82,4.0,TOWNHOUSE,RESIDENTIAL,TOWNHOUSE/ROWHOUSE,FORCED AIR,CENTRAL,BRICK VENEER,2019-07-01,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,600000.0
2175.0,1150.0,623.0,1150.0,2.0,3.0,7.0,420.0,17875.0,44167.0,635500.0,4101.52,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,MARBLECRETE,2004-05-17,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,364000.0
3359.0,1811.0,1056.0,1811.0,3.0,6.0,8.0,528.0,26236.0,65649.0,944600.0,6096.42,4.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2013-08-01,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,657500.0
2588.0,1630.0,1054.0,1630.0,3.0,3.0,9.0,420.0,28043.0,57518.0,827600.0,5341.36,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,MARBLECRETE,2012-05-24,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,475000.0
4296.0,2564.0,1342.0,2564.0,2.0,6.0,12.0,480.0,40324.0,77430.0,1114100.0,7265.46,4.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2004-06-01,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,619000.0
4121.0,2207.0,1298.0,2207.0,2.0,4.0,9.0,626.0,33110.0,70445.0,1013600.0,6616.8,4.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,BRICK VENEER,2009-08-13,GOOD,FRAME,WOOD,"Garage, Attached",CONVENTIONAL HOUSE,585000.0
880.0,880.0,880.0,880.0,1.0,2.0,5.0,495.44229852169764,21524.0,21524.0,309700.0,1998.8,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,HOT WATER,None,BRICK VENEER,2021-06-03,AVERAGE,FRAME,WOOD,"Garage, Attached",MISCELLANEOUS,330000.0
676.0,676.0,676.0,676.0,1.0,1.0,3.0,495.44229852169764,16819.0,16819.0,242000.0,1636.88,1.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,HOT WATER,None,MARBLECRETE,2020-06-01,AVERAGE,FRAME,WOOD,"Garage, Attached",MISCELLANEOUS,260000.0
2220.0,1116.0,1116.0,1116.0,2.0,5.0,8.0,420.0,39087.0,39087.0,562400.0,3704.78,3.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,None,BRICK VENEER,2015-04-06,GOOD,FRAME,WOOD,"Garage, Detached",MISCELLANEOUS,345000.0
2220.0,1116.0,1116.0,1116.0,2.0,4.0,7.0,420.0,40213.0,40213.0,578600.0,3734.34,3.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,None,BRICK VENEER,2005-06-24,GOOD,FRAME,WOOD,"Garage, Detached",MISCELLANEOUS,287500.0
2392.0,1196.0,1196.0,1196.0,1.0,3.0,8.0,420.0,39372.0,39372.0,566500.0,3656.24,3.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,None,MARBLECRETE,2008-05-27,AVERAGE,FRAME,WOOD,"Garage, Detached",MISCELLANEOUS,302500.0
1112.0,1112.0,1112.0,1112.0,2.0,2.0,5.0,180.0,27404.0,27404.0,394300.0,2619.84,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,MARBLECRETE,2021-04-05,AVERAGE,FRAME,WOOD,Carport (Unspecified),MISCELLANEOUS,395000.0
895.0,895.0,895.0,895.0,1.0,1.0,4.0,180.0,19543.0,19543.0,281200.0,1889.84,1.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,MARBLECRETE,2018-07-18,AVERAGE,FRAME,WOOD,Carport (Unspecified),MISCELLANEOUS,258000.0
2013.0,978.0,978.0,978.0,2.0,4.0,8.0,288.0,38371.0,38371.0,552100.0,3563.28,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,BRICK VENEER,2020-08-03,GOOD,MASONRY,MASONRY,"Garage, Detached",MISCELLANEOUS,579000.0
880.0,880.0,880.0,880.0,1.0,2.0,4.0,495.44229852169764,23192.0,23192.0,333700.0,2153.7,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,HOT WATER,None,MARBLECRETE,2004-08-06,AVERAGE,FRAME,WOOD,"Garage, Attached",MISCELLANEOUS,166000.0
880.0,880.0,880.0,880.0,1.0,2.0,5.0,495.44229852169764,24992.0,24992.0,359600.0,2395.86,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,HOT WATER,None,MARBLECRETE,2020-08-20,AVERAGE,FRAME,WOOD,"Garage, Attached",MISCELLANEOUS,333000.0
888.0,888.0,888.0,888.0,1.0,2.0,4.0,495.44229852169764,23199.0,23199.0,333800.0,2229.36,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,HOT WATER,None,MARBLECRETE,2010-09-14,AVERAGE,FRAME,WOOD,"Garage, Attached",MISCELLANEOUS,145000.0
1312.0,1312.0,1136.0,1312.0,2.0,3.0,6.0,420.0,36168.0,36168.0,520400.0,3358.7,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,BRICK VENEER,2023-07-06,GOOD,FRAME,WOOD,"Garage, Detached",MISCELLANEOUS,599000.0
880.0,880.0,880.0,880.0,1.0,2.0,4.0,495.44229852169764,23248.0,23248.0,334500.0,2158.9,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,HOT WATER,None,BRICK VENEER,2010-05-03,AVERAGE,FRAME,WOOD,"Garage, Attached",MISCELLANEOUS,165000.0
880.0,880.0,880.0,880.0,1.0,2.0,5.0,495.44229852169764,23192.0,23192.0,333700.0,2153.7,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,HOT WATER,None,MARBLECRETE,2019-12-26,AVERAGE,FRAME,WOOD,"Garage, Attached",MISCELLANEOUS,305000.0
954.0,954.0,954.0,954.0,2.0,2.0,4.0,240.0,26111.0,26111.0,375700.0,2499.78,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,BRICK VENEER,2021-03-30,AVERAGE,FRAME,WOOD,"Garage, Detached",MISCELLANEOUS,402000.0
954.0,954.0,954.0,954.0,2.0,2.0,4.0,240.0,26111.0,26111.0,375700.0,2424.78,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,BRICK VENEER,2021-06-09,AVERAGE,FRAME,WOOD,"Garage, Detached",MISCELLANEOUS,418000.0
947.0,947.0,947.0,947.0,2.0,2.0,5.0,240.0,26007.0,26007.0,374200.0,2415.12,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,BRICK VENEER,2020-06-24,AVERAGE,FRAME,WOOD,"Garage, Detached",MISCELLANEOUS,397500.0
947.0,947.0,947.0,947.0,2.0,2.0,4.0,240.0,26389.0,26389.0,379700.0,2525.58,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,BRICK VENEER,2003-09-17,AVERAGE,FRAME,WOOD,"Garage, Detached",MISCELLANEOUS,240000.0
954.0,954.0,954.0,954.0,2.0,2.0,4.0,240.0,30733.0,30733.0,442200.0,2853.98,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,BRICK VENEER,2007-04-23,AVERAGE,FRAME,WOOD,"Garage, Detached",MISCELLANEOUS,226500.0
954.0,954.0,954.0,954.0,2.0,2.0,4.0,240.0,27251.0,27251.0,392100.0,2605.64,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,BRICK VENEER,2016-02-29,AVERAGE,FRAME,WOOD,"Garage, Detached",MISCELLANEOUS,346500.0
947.0,947.0,947.0,947.0,2.0,2.0,4.0,240.0,26389.0,26389.0,379700.0,2525.58,2.0,CONDOMINIUM,RESIDENTIAL,CONDOMINIUM,FORCED AIR,CENTRAL,BRICK VENEER,2015-09-23,AVERAGE,FRAME,WOOD,"Garage, Detached",MISCELLANEOUS,316000.0
3354.0,1478.0,1478.0,1478.0,1.0,4.0,10.0,440.0,10543.0,48532.0,698300.0,4581.88,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,BRICK VENEER,2022-08-04,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,1000000.0
2812.0,1420.0,1420.0,1420.0,1.0,4.0,9.0,312.0,21976.0,55114.0,793000.0,5540.52,2.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,CENTRAL,BRICK VENEER,2008-06-30,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,447525.0
3676.0,2204.0,2204.0,2204.0,1.0,3.0,10.0,680.0,22038.0,68534.0,986100.0,6364.34,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,BRICK VENEER,2005-04-15,GOOD,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,545000.0
3344.0,1646.0,1360.0,1646.0,1.0,4.0,9.0,338.0,20037.0,59770.0,860000.0,5550.48,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,HOT WATER,None,BRICK VENEER,2006-03-16,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,439000.0
3330.0,1538.0,1538.0,1538.0,2.0,3.0,10.0,504.0,12190.0,49706.0,715200.0,4615.9,3.0,SINGLE FAMILY RESIDENCE,RESIDENTIAL,SFR,FORCED AIR,None,BRICK VENEER,2005-03-01,AVERAGE,MASONRY,MASONRY,"Garage, Attached",CONVENTIONAL HOUSE,385000.0
