grosssize,grosssizeadjusted,groundfloorsize,livingsize,baths_full,bed,rooms_total,prkgSize,assdImprValue,assdTtlValue,mktTtlValue,taxAmt,baths_total_calculated,saleAmt,property_type,propsubtype,proptype,heatingtype,coolingtype,wallType,saleRecDate,condition,constructiontype,frameType,prkgType,bldgType
0.005566624503619684,0.014597437137330754,0.030870618865249052,0.014597437137330754,0.0019305019305019305,0.0019342359767891683,0.006217616580310881,0.022041946972694893,0.007420716913180291,0.006242514018471314,0.01293015893172018,0.007055440243705406,0.005791505791505792,0.00480990316500319,0.04201513255289279,0.0,0.04276895007875733,0.05624496336630333,0.001111651275465586,0.20516196422532385,0.014380728453008314,0.0,0.029006217346123492,0.11789313257857592,0.44212697136320767,0.9999999999999999
0.0021467329150097695,0.004708655705996131,0.005003690294235586,0.004708655705996131,0.0019305019305019305,0.0019342359767891683,0.004145077720207254,0.008101351375148396,0.004327208750450772,0.001956800753079921,0.004085095275050745,0.002069872140657004,0.003861003861003861,0.001715595758253037,0.0,0.0,0.0,0.05624496336630333,0.0,0.19155569326890465,0.011709894341613312,0.0,0.029006217346123492,0.11789313257857592,0.8253618298510672,0.0
0.01544600512019224,0.019070357833655703,0.010768685383529084,0.019070357833655703,0.003861003861003861,0.007736943907156674,0.010362694300518135,0.014285714285714284,0.008146087166146027,0.006962810965083633,0.014416928716777834,0.007444393791922699,0.007722007722007722,0.018220710890699716,0.04201513255289279,0.0,0.04276895007875733,0.05624496336630333,0.001111651275465586,0.20516196422532385,0.02013775947158384,0.13551667088545594,0.029006217346123492,0.11789313257857592,0.8253618298510672,0.08662028136528782
0.0088404610928772,0.010058027079303675,0.006136930256344691,0.010058027079303675,0.005791505791505792,0.005802707930367505,0.008290155440414507,0.00779580530273051,0.0007119775901360675,0.0034558719021338933,0.007179010693396388,0.003657120213581,0.005791505791505792,0.010546813174163904,0.04201513255289279,0.0,0.04276895007875733,0.05624496336630333,0.001111651275465586,0.20516196422532385,0.02306552886072874,0.0,0.05145096381382144,0.12154265837162181,0.8253618298510672,0.08662028136528782
0.01361893975093489,0.012995647969052225,0.012971238950910369,0.012995647969052225,0.005791505791505792,0.005802707930367505,0.00932642487046632,0.009220419469726947,0.008741666760218356,0.008267166243963897,0.017108737578268952,0.008751424296793158,0.007722007722007722,0.007649916786171637,0.04201513255289279,0.0,0.04276895007875733,0.05624496336630333,0.001111651275465586,0.20516196422532385,0.017193429428813627,0.4367730312251056,0.05145096381382144,0.12154265837162181,0.8253618298510672,0.08662028136528782
0.002301055178476454,0.005047147001934236,0.00532913356540538,0.005047147001934236,0.0019305019305019305,0.0019342359767891683,0.005181347150259067,0.008101351375148396,0.0022999928900716447,0.003173574065595947,0.00659634036419636,0.003358213330831653,0.0019305019305019305,0.005726646170964849,0.04201513255289279,0.0,0.04276895007875733,0.10626183419709898,0.0,0.0,0.02350329697596263,0.0,0.029006217346123492,0.11789313257857592,0.8253618298510672,0.08662028136528782
0.010174246369982116,0.010323984526112185,0.010402561703463065,0.010323984526112185,0.0019305019305019305,0.007736943907156674,0.010362694300518135,0.0074396517609814,0.004588562626553279,0.005409726472859054,0.011211601609112625,0.005725913341515914,0.005791505791505792,0.004206255185876191,0.04201513255289279,0.0,0.04276895007875733,0.05624496336630333,0.001111651275465586,0.20516196422532385,0.013782885806311831,0.0,0.05145096381382144,0.12154265837162181,0.8253618298510672,0.08662028136528782
0.01056556353805835,0.013189071566731141,0.006973784382209876,0.013189071566731141,0.0019305019305019305,0.005802707930367505,0.007253886010362694,0.0074396517609814,0.005811037011608485,0.005944681765880995,0.012315473749267404,0.006292333944420992,0.007722007722007722,0.005510817797687279,0.04201513255289279,0.0,0.04276895007875733,0.05624496336630333,0.001111651275465586,0.0,0.01304902279936565,0.13551667088545594,0.029006217346123492,0.11789313257857592,0.8253618298510672,0.08662028136528782
0.01075295485798218,0.014144100580270793,0.00817676218814108,0.014144100580270793,0.0019305019305019305,0.005802707930367505,0.00932642487046632,0.0074396517609814,0.006069633574775472,0.005762821964164424,0.011940259669145187,0.006099781070354562,0.005791505791505792,0.004983237329675442,0.04201513255289279,0.0,0.04276895007875733,0.05624496336630333,0.0,0.20516196422532385,0.014552395648714737,0.13551667088545594,0.029006217346123492,0.11789313257857592,0.8253618298510672,0.08662028136528782
0.010331324388153562,0.01425894584139265,0.008391787206592552,0.01425894584139265,0.005791505791505792,0.005802707930367505,0.008290155440414507,0.0074396517609814,0.0043969293775346354,0.005066630145909235,0.010503433055161823,0.005362632152592106,0.007722007722007722,0.005012014446112452,0.04201513255289279,0.0,0.04276895007875733,0.05624496336630333,0.010122111488084784,0.20516196422532385,0.012679100158552815,0.0,0.05145096381382144,0.12154265837162181,0.8253618298510672,0.08662028136528782
